STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,indic,Indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-04,,14.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-05,,14.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-06,,14.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-07,,14.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-08,,14.1,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-09,,14.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-10,,14.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-11,,13.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-12,,13.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-01,,13.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-02,,13.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-03,,14.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-04,,15.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-05,,15.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-06,,16.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-07,,16.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-08,,16.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-09,,16.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-10,,16.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-11,,16.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2020-12,,16.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-01,,15.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-02,,15.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-03,,15.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-04,,15.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-05,,15.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-06,,15.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-07,,15.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-08,,14.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-09,,14.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-10,,13.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-11,,13.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2021-12,,13.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-01,,13.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-02,,13.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-03,,13.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-04,,13.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-05,,12.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-06,,12.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-07,,12.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-08,,12.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-09,,13.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-10,,13.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-11,,13.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-12,,13.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-01,,13.1,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-02,,12.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-03,,12.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-04,,12.1,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-05,,12.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-06,,11.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-07,,12.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-08,,12.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-09,,12.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-10,,12.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-11,,11.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-12,,11.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-01,,11.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-02,,11.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-03,,11.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-04,,11.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-05,,11.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-06,,11.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-07,,11.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-08,,11.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-09,,11.1,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-10,,10.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-11,,10.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-12,,10.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-01,,10.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-02,,10.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-03,,10.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-04,,10.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-05,,10.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-06,,10.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-07,,10.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-08,,10.3,,,,,"
